004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
036,FO103       ,FORD FALCON 68/75                                            ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           3.07
036,FO107       ,FORD TAUNUS DISTRI.MOTORCRAFT                                ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.82
036,FO113       ,FORD TAUNUS DISTRI.INDIEL                                    ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.47
036,IA21        ,RENAULT GORDINI -4L-4F-R4-R6-  R12-PEUG.404 68/79 PEUG.504   ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.12
036,IA24        ,VALIANT I-II-III-CHEVROLET-TOR NADO-TORINO-FORD FALCON 70/79 ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.45
036,LU51        ,DI TELLA - MAGNETIS                                          ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           3.07
036,SV54        ,RENAULT DAUPHINI-GORDINI 60/64                               ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           3.07
036,FO115       ,FORD FALCON MOTORCRAFT                                       ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           4.20
036,IA35        ,RENAULT 18 2L-COUPE FUEGO-TRAF FIC ARGELITE                  ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           3.49
036,AL136       ,VOLKSWAGEN GACEL                                             ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.51
036,IA29        ,RENAULT 11-12-18 MOTOR 1400 -  TRAFIC 1400                   ,ROTOR DISTRIBUIDOR  ,SM                                      , 21.00,           2.12
041,1000,FKB CROMO-NIQUEL Z11-57MM CUMM -INS                          ,PIxON               ,DILCO                                   , 21.00,          96.05
041,1003A       ,BNG ACERO Z9-34.80 MM                                        ,PIxON               ,DILCO                                   , 21.00,          52.46
041,1003B       ,BNG CROMO-NIQUEL Z9-34.80 MM                                 ,PIxON               ,DILCO                                   , 21.00,          56.59
041,1004A       ,BNG ACERO Z10-39.50 MM                                       ,PIxON               ,DILCO                                   , 21.00,          63.73
041,1004B       ,BNG CROMO-NIQUEL Z10-39.50 MM                                ,PIxON               ,DILCO                                   , 21.00,          66.54
041,1005,BNG ACERO Z11 CORTO                                          ,PIxON               ,DILCO                                   , 21.00,          64.72
041,1006A       ,BNG ACERO Z11-40.8 MM                                        ,PIxON               ,DILCO                                   , 21.00,          63.73
041,1006B       ,BNG CROMO-NIQUEL Z11-40.80 MM                                ,PIxON               ,DILCO                                   , 21.00,          66.66
041,1007,FKB CROMO-NIQUEL Z9-34.80MM M. BENZ                          ,PIxON               ,DILCO                                   , 21.00,          45.41
041,1008,FKB CROMO-NIQUEL Z10-34.80MM D -EUTZ                         ,PIxON               ,DILCO                                   , 21.00,          45.41
041,1009,FKB CROMO-NIQUEL Z11-40.80MM S -CANIA                        ,PIxON               ,DILCO                                   , 21.00,          48.21
041,1010,FKB CROMO-NIQUEL Z12-45.80MM F -IAT 34.80MM                  ,PIxON               ,DILCO                                   , 21.00,          51.00
041,1002,EMBRAGUE SISTEMA BNG                                         ,CONJUNTOS           ,DILCO                                   , 21.00,          59.26
041,1011A       ,EMBRAGUE SISTEMA FKB                                         ,CONJUNTOS           ,DILCO                                   , 21.00,         135.51
041,1011B       ,ARBOL INTERMEDIO CALIBRADO FKB                               ,CONJUNTOS           ,DILCO                                   , 21.00,         217.35
041,1012,BNG ACERO Z12-46 MM                                          ,PIxON               ,DILCO                                   , 21.00,          68.00
041,1020,DODGE 6 MUECAS                                               ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1021,DODGE 3 CORTES                                               ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1022,FORD 6 MUECAS                                                ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1023,FORD 3 CORTES                                                ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1024,IKA 6 MUECAS                                                 ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1025,IKA 3 CORTES                                                 ,BARRILITO           ,DILCO                                   , 21.00,          15.79
041,1026,VALIANT-TORNADO                                              ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,1027,VALIANT-TORNADO                                              ,PIxON               ,DILCO                                   , 21.00,           8.14
041,1028,RAMBLER IMPORTADO                                            ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,1029,RAMBLER IMPORTADO                                            ,PIxON               ,DILCO                                   , 21.00,          12.77
041,1030,SIAM DI TELLA-RILEY-MG-MORRIS- ARGENTA                       ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,1031,PEUGEOT                                                      ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,1032,AUTO ELEVADOR CLARK-YALE 6 MUE -CAS                          ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,1033,AUTO ELEVADOR CLARK-YALE 3 MUE -CAS                          ,BARRILITO           ,DILCO                                   , 21.00,          18.09
041,2014,CARTERPILLAR DIAM.BUJE 15.90                                 ,CONJ.POSITORK       ,DILCO                                   , 21.00,         153.61
041,2015,CARTERPILLAR DIAM.BUJE 19                                    ,CONJ.POSITORK       ,DILCO                                   , 21.00,         153.61
041,2016,CARTERPILLAR DIAM.BUJE 15.90                                 ,CONJ.POSITORK       ,DILCO                                   , 21.00,         153.61
041,2017,CARTERPILLAR DIAM.BUJE 19                                    ,CONJ.POSITORK       ,DILCO                                   , 21.00,         153.61
041,2019,CAM.-RUSO-BELAVIOMAZ DIAM.BUJE 19/20 ESTRIAS                 ,CONJ.POSITORK       ,DILCO                                   , 21.00,         242.85
041,2022,TRACTOR 720-730-820-830-840                                  ,CONJ.POSITORK       ,DILCO                                   , 21.00,         242.85
041,2023,CAMION CUMMINS 10TN.                                         ,CONJ.POSITORK       ,DILCO                                   , 21.00,         267.14
041,2024,PALAS CARGADORAS-COMPRES.MOT.H ERCULES                       ,CONJ.POSITORK       ,DILCO                                   , 21.00,         267.14
043,100,PEUGEOT CUERPO MOTRIZ                                        ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          92.33
043,120,TAPA DE VENTEO                                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          19.22
043,150,POLEA                                                        ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          63.27
043,190,RETEN EJE DIAFRAGMA                                          ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          12.65
043,195,RETEN DE EJE PRINCIPAL                                       ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          11.95
043,200,CONJUNTO DIAFRAGMA PEUGEOT                                   ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          63.97
043,210,DIAFRAGMA BOMBA FIAT                                         ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          19.22
043,211,PEUGEOT GOMA SOLA DIAFRAGMA                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          37.49
043,700,PEUGEOT VALVULA FLAPPER                                      ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,           8.90
043,800,"MANGUERA EN ""U""                                              ",BOMBA DEPRESORA     ,CASTRO                                  , 21.00,           9.84
043,840,PEUGEOT REPARACION DE BOMBA                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         122.32
043,850,PEUGEOT KIT PARA REPARACION                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         118.10
043,890,RENAULT EXPRESS-CLIO-MEGANE-19                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         355.91
043,894,PEUGEOT 306-PARTNER MOT.DW8                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         367.73
043,895,PEUGEOT 405                                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         367.73
043,897,DEPRESOR VW 1.6                                              ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         247.69
043,898,VW 1.8 DEPRESOR                                              ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         247.69
043,899,FORD FIESTA-ESCORT-COURIER DEP RESOR                         ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         342.59
043,900,BOMBA DEPRESORA P/504-505-P.UP                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         215.12
043,901,BOMBA DEPRESORA TRAFIC-R18-R21                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         300.12
043,902,ACOPLE DEPRESOR RENAULT TRAFIC                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          19.45
043,904,TAPA POSTERIOR VW CON VALVULA                                ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          44.05
043,905,ACOPLE BOMBA VACIO R/EXPRESS                                 ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,           9.14
043,906,ACOPLE BBA.VACIO P/405-306-406 -206                          ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,           9.14
043,907,ACOPLE HIERRO FIAT ROTARIVO                                  ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          15.70
043,908,ENGRANAJE 2xARBOL R/21-TRAFFIC                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          44.29
043,909,ARBOL COMANDO R/TRAFIC - R18                                 ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         171.06
043,910,ACOPLE MAGNETI MARELLI DEPRES.                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          16.87
043,911,VALVULA BOMBA ROTATIVA 1700 CC                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          47.57
043,912,BOMBA DEPRESORA FIAT                                         ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         144.48
043,913,VALVULA BOMBA ROTATIVA 1300 CC                               ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          43.82
043,914,KIT ACOPLE COMBINADO ROTATIVA                                ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          15.47
043,915,KIT ACOPLE ROTATIVA 9 MM                                     ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          14.06
043,920,BOMBA DEPRESORA PALIO/SIENA    VALVULA 9MM EJE 8MM           ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         144.48
043,925,DEPRESOR DUCATO 2.5CC                                        ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,         603.96
043,935,RENAULT 19/CLIO/EXP.VALV.ENTRA DA                            ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          27.18
043,936,REPARAC.PULMON DEPRES.FIESTA-E SCORT                         ,BOMBA DEPRESORA     ,CASTRO                                  , 21.00,          74.07
043,986,SOPORTE PED.F/100/150/4000 92+                               ,SOPORTE PEDALERA    ,CASTRO                                  , 21.00,         134.51
043,990,CARCAZA DODGE                                                ,TAPA DE DISTRIBUCION,CASTRO                                  , 21.00,          85.53
043,996,CARTER XD2/XD3 CON EJE Y ROD.                                ,TAPA DE DISTRIBUCION,CASTRO                                  , 21.00,         163.33
043,999,CARTER DE DISTRIBUCION XD2.XD3                               ,TAPA DE DISTRIBUCION,CASTRO                                  , 21.00,         102.87
043,18004,REPARACION PERKINS                                           ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          34.21
043,18002,REPARACION (18400-18401)                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          34.21
043,18003,REPARACION (18010-18012-18014)                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          30.12
043,18005,REPARACION JOHN DEERE                                        ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          34.21
043,18006,REPARACION (18043/44/46-18047)                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          30.12
043,18007,REPARACION FALCON-TAUNUS                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          34.21
043,18008,REPARACION 18040/41/42 EJE COR TO                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          30.12
043,18009,REPARACION RENAULT -TODAS-                                   ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          30.12
043,18010,PEUGEOT 403-404-504/91-505/86                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18012,PEUGEOT 505 GAMA 86 - 504 2000                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18014,PEUGEOT 505                                                  ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18017,PEUGEOT 405 SR 1900 HASTA 92                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          56.94
043,18018,PEUGEOT 405 DESDE JUNIO 92                                   ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          56.94
043,18020,RENAULT 4 L-DAUPHINE-GORDINI                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18021,RENAULT 4S - 6 DESDE 76/84                                   ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18022,RENAULT 4-6 84 H/85 PATA LARGA                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18023,RENAULT 12 1400 H/81 P/ CORTA                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18025,RENAULT 12-18 1400 C/AIRE P/CO RTA                           ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18026,RENAULT 12-18 1400 83/84 P/LAR GA                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18027,RENAULT 12 86/92 PATA LARGA                                  ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18028,RENAULT 9 PATA LARGA                                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18029,RENAULT 18 1600-TRAFIC 1400                                  ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18030,RENAULT 11-9-19 86/93 P/LARGA                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18030S      ,RENAULT 11-9 D/91 REEMPLAZA SE LLADA C/SEPARA.               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18031,RENAULT 11 TURBO 6 PATA LARGA                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18032,CITROEN 2 CV                                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18033,CITROEN 3 CV - AMI 8                                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18034,RENAULT 12-18 1400 82/83 PATA  CORTA                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18035,RENAULT 12-18 1400 C/AIRE83/84                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18036,RENAULT 12-18 1.4/1.6 84/85                                  ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18037,RENAULT 12 1.4/1.6 PATA LARGA                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18038,DACIA 1310/1410 PATA LARGA                                   ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18039,RENAULT 18-FUEGO-TRAFIC 2000                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          56.94
043,18040,FIAT 600 - 600 R                                             ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18041,FIAT 1500 - 1600                                             ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18042,FIAT 133 - 600 S                                             ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18043,FIAT DUNA-128-147-UNO-REGATTA  85/90                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18044,FIAT TIPO 1.4 - 1.6 ORIGINAL                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          43.35
043,18045,LADA SAMARA 1300/CARLOTA 1300                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          45.23
043,18046,FIAT 125                                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          51.21
043,18047,FIAT REGATTA 100/1600                                        ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          51.21
043,18048,FIAT BRASIL TODOS UNO/PREMIO.S                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          51.21
043,18049,LADA-NIVA                                                    ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          51.21
043,18050,RENAULT TRAFIC/21/FUEGO 2.2/89                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.38
043,18051,RENAULT 19 RT CHAMADE 1700/93                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.38
043,18052,JEEP IKA - BERGANTIN                                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,         109.11
043,18054,TORINO 7 BANCADAS                                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.38
043,18097,FORD SIERRA 2.3 XR4 TODOS                                    ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          58.11
043,18098,FORD FALCON-F100/150 6CIL.88/A                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          58.11
043,18099,FORD FALCON-F100/150 86/88 6C.                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          58.11
043,18100,FORD FALCON HASTA 78                                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18101,FORD FALCON TODOS 78/86                                      ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18102,FORD PICK UP CON RETORNO                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18103,FORD TAUNUS 74/75                                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18104,FORD TAUNUS 76/82                                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18105,FORD TAUNUS DESDE 83                                         ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18106,FORD SIERRA 1.6 84/85                                        ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          56.94
043,18107,FORD TAUNUS 80/82                                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18108,FORD TAUNUS GHIA 81/82-FALCON  4 CIL.                        ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18109,FORD F 100 V8 H/72 CON ROSCA                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          98.42
043,18110,FORD F 100 D/73 CON CANO                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          98.42
043,18111,FORD ESCORT 1.8/2.0 - XR3 - LX                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18113,FORD ESCORT - ORION PATA CURVA                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          52.72
043,18114,FORD ESCORT GL/GHIA MOTORESCHT                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18200,PERKINS 6-305 DIESEL-4 CIL.                                  ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          89.05
043,18201,PERKINS 6 - 354 - 6 CIL.                                     ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          89.05
043,18202,PERKINS 6 - 354 FASE 4                                       ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          94.10
043,18203,PERKINS 3 - 152 ESTACIONARIO                                 ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,         114.16
043,18204,PERKINS 4 - 236 MOTOR INGLES                                 ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          98.02
043,18205,PERKINS 4 - 203 4 CILINDROS                                  ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          89.05
043,18210,BEDFORD DIESEL                                               ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,         103.81
043,18225,MWM SPRINT 6CIL.GM SILVER.F100 D/99                          ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          65.44
043,18226,MWM SPRINT 6CIL.GM SILVERADO                                 ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          75.22
043,18230,MAXION ROVER BLAZER FORD RANGE                               ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          89.05
043,18231,MAXION MERCEDES SPRINTER-ROVER C/PAL/CEBADOR                 ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,         102.64
043,18300,JOHN DEERE 3164 - 4219 - 6329                                ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,         147.16
043,18301,JOHN DEERE 4239-6350 D Y TURBO                               ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          94.71
043,18302,JOHNDEERE TAMPA 2040-2140-3140                               ,BOMBA DE NAFTA DIES.,CASTRO                                  , 21.00,          94.71
043,18400,DODGE 1500 H/88                                              ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18401,DODGE 1500 D/89                                              ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18402,VW GACEL-GOL 1.6/91-CARAT 1.6                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18403,VALIANT - PICK UP                                            ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.38
043,18406,VW CARAT GS 1.8 - CD 2.0                                     ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18407,VW GOL-GACEL-AUDI PATA CURVA                                 ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          52.53
043,18430,SIAM DI TELLA                                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          80.33
043,18450,CHEVROLET 400 - PICK UP                                      ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18451,CHEVROLET PICK UP C10                                        ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          50.62
043,18452,CHEVROLET LUV                                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,         122.71
043,18453,CHEVETTE 1.6-JUNIOR-CHEVY 1.4                                ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.44
043,18454,CHEVROLET MONZA - KADETT TODOS                               ,BOMBA DE NAFTA      ,CASTRO                                  , 21.00,          65.44
043,180045,RENAULT 18-19/PEUGEOT 505-504  SR                            ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,180050,PEUGEOT 505 SOL-RENAULT 21-18- NEVADA-FUEGO                  ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,180055,RENAULT 12-18 SOLEX 1400/1600                                ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,182001,RENAULT TRAFIC 2200                                          ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,153000,FORD ESCORT - GACEL - BROSOL                                 ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197002,RENAULT 12 - FORD ESCORT -     FIAT REGATTA                  ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197003,VW GACEL 1600  MINIPROGRE                                    ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,182002,RENAULT 9-11 1600 2 BOCAS                                    ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197004,FIAT DUNA - UNO - REGATTA                                    ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197005,CON CABLE MOTOR TIPO                                         ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197006,RENAULT 18 CON AIRE                                          ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197007,RENAULT 18 SIN AIRE                                          ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197008,VW KOMBI                                                     ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197003/1    ,SUPERMERIDA GACEL 2 B                                        ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197009,LADA LAICA - NIVA                                            ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197010,FIAT TEMPRA MOTOR 2000                                       ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          41.01
043,197011,PEUGEOT 504-505-405/RENAULT 19                               ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197012,FIAT DUNA 1.6 WEBER BRASIL VEN -TEO DE CUBA                  ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197013,FIAT DUNA 1.6 W ENTRADA CUBA                                 ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197014,FORD ESCORT-VW GOL/SAVEIRO 2BS                               ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,197015,GMC CHEVETTE 1.4 1B                                          ,INTERCEP.MARCHA LENT,CASTRO                                  , 21.00,          43.35
043,18550,PEUGEOT 504-505 / R/18-TRAFFIC                               ,SOLENOIDE DE PARE   ,CASTRO                                  , 21.00,          33.42
043,18551,FIAT-VW-CITROEN-JAPON                                        ,SOLENOIDE DE PARE   ,CASTRO                                  , 21.00,          33.42
043,18552,PEUGEOT-FIAT 1.3 CAV/LUCAS.                                  ,SOLENOIDE DE PARE   ,CASTRO                                  , 21.00,          33.42
043,18553,RENAUTL KANGOO-MEGANE-TRAFIC                                 ,SOLENOIDE DE PARE   ,CASTRO                                  , 21.00,          44.01
043,18601,ESPACIADOR CARB.'A' (188)                                    ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          17.38
043,18602,ESPACIADOR CARB.'B'(221)                                     ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          17.38
043,18603,FIAT 128 -TERMOSTATO-                                        ,BRIDAS DE AGUA      ,CASTRO                                  , 21.00,           8.95
043,18604,FORD FALCON                                                  ,BRIDAS DE AGUA      ,CASTRO                                  , 21.00,           8.95
043,18605,DODGE 1500                                                   ,BRIDAS DE AGUA      ,CASTRO                                  , 21.00,           8.95
043,18606,CHEVROLET LUV                                                ,BRIDAS DE AGUA      ,CASTRO                                  , 21.00,          24.26
043,18607,POSTERIOR TAPA CIL.DUNA-PALIO/ 1.7                           ,TAPAS               ,CASTRO                                  , 21.00,          11.50
043,18608,AUDI                                                         ,TAPA DE TERMOSTATO  ,CASTRO                                  , 21.00,           8.95
043,18609,RENAULT 18 - TRAFIC 2000                                     ,TAPA DE TERMOSTATO  ,CASTRO                                  , 21.00,          15.85
043,18610,DE CAMBIO D6DZ A                                             ,COPA PALANCA        ,CASTRO                                  , 21.00,          34.08
043,18611,DE CAMBIO FEK                                                ,COPA PALANCA        ,CASTRO                                  , 21.00,          31.95
043,18612,RENAULT 12                                                   ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          56.24
043,18613,FORD ESCORT - VW GOL ANT.92                                  ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          58.80
043,18614,RENAULT 11 - 9                                               ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          61.35
043,18616,AUDI/VW POLO-GOL/FORD ESCORT                                 ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          58.80
043,18617,BASE RENAUTL 18 - TRAFIC                                     ,BASE DE TERMOSTATO  ,CASTRO                                  , 21.00,          36.56
043,18618,RENAULT 18 - TRAFIC                                          ,BOQUILLA BOMBA AGUA ,CASTRO                                  , 21.00,          23.01
043,18619,RENAULT 21 - FUEGO                                           ,BOQUILLA BOMBA AGUA ,CASTRO                                  , 21.00,          23.01
