"Cod. Fabrica";Fabrica;"Cod. Articulo";Descripcion;Rubro;Importe
054;ELOD;2939;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.19
054;ELOD;2959;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.68
054;ELOD;1540;"RENAULT 12 GTL 90 /CALEFACTOR";"LLAVE TECLA";126.79
054;ELOD;1541;"RENAULT 12 GTL 90 /LUNETA TER-";"LLAVE TECLA";126.79
054;ELOD;1542;"RENAULT 12 GTL 90 /FARO ANTI-";"LLAVE TECLA";156.42
054;ELOD;1543;"RENAULT 12 GTL 90/LUZ DE EMER-";"LLAVE TECLA";156.41
054;ELOD;1601;"RENMAULT 9-11-18 /LUZ DE EMER-";"LLAVE TECLA";281.26
054;ELOD;1602;"RENAULT 18 GTA TURBO /LUZ DE -";"LLAVE TECLA";281.26
054;ELOD;1603;"RENAULT 9-11-18 /FARO ANTINIE-";"LLAVE TECLA";281.32
054;ELOD;1604;"RENAULT 9-11-18 TURBO /ANTINIE";"LLAVE TECLA";281.32
054;ELOD;1605;"RENAULT 9-11-18 /LUNETA TERMI-";"LLAVE TECLA";281.32
054;ELOD;1606;"RENAULT 9-11-18 /TAPA CIEGA P/";"LLAVE TECLA";281.32
054;ELOD;1610;"RENAULT 21 /LUZ DE EMERGENCIA-";"LLAVE TECLA";281.30
054;ELOD;1611;"RENAULT 21 /FARO ANTINIEBLA -";"LLAVE TECLA";281.27
054;ELOD;1612;"RENAULT 21 /LUNETA TERMICA C/";"LLAVE TECLA";281.27
054;ELOD;1613;"RENAULT 21 /FARO AUXILIAR C/-";"LLAVE TECLA";281.27
054;ELOD;1554;"FIAT 133 H/78 -IVECO CAMION /";"LLAVE TECLA";147.95
054;ELOD;1555;"FIAT IVECO CAMION /CALEFACTOR";"LLAVE TECLA";126.75
054;ELOD;1556;"FIAT IVECO CAMION /LUZ DE EMER";"LLAVE TECLA";257.65
054;ELOD;1557;"FIAT IVECO CAMION /LUZ DE EMER";"LLAVE TECLA";148.18
054;ELOD;1912;"RENAULT 9-11-18";"TAPON DE TECLA";81.40
054;ELOD;1913;"RENAULT 21";"TAPON DE TECLA";81.40
054;ELOD;1917;"RENAULT (DOBLE)";PORTATECLA;36.13
054;ELOD;1921;"RENAULT (DE RELOJ)";"BOTON PULSADOR";97.34
054;ELOD;2979;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";126.74
054;ELOD;2980;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";126.74
054;ELOD;2983;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";156.40
054;ELOD;2984;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";129.83
054;ELOD;2986;"ART: 054           2986";"SIN RUBRO ASIGNADO";172.55
054;ELOD;1442;"UNIVERSAL /FAROS DE PROFUNDI-";"LLAVE TECLA";166.07
054;ELOD;2442;"FIAT DUNA-UNO Y UNIVERSALES /";"LLAVE TECLA";126.76
054;ELOD;2105;"FORD FALCON 83 Y UNIVERSALES /";"LLAVE TECLA";171.73
054;ELOD;2625;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.21
054;ELOD;2447;"FIAT DUNA SCV Y UNIVERSALES /";"LLAVE TECLA";132.65
054;ELOD;5101;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";264.77
054;ELOD;5102;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";264.80
054;ELOD;5103;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";219.49
054;ELOD;5104;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";219.47
054;ELOD;5131;"MERCEDES BENZ CAMION /FRENO MO";"LLAVE TECLA";219.47
054;ELOD;5132;"MERCEDES BENZ CAMION /LUZ PRIN";"LLAVE TECLA";264.80
054;ELOD;5133;"MERCEDES BENZ CAMION /FRENO MO";"LLAVE TECLA";219.51
054;ELOD;5134;"MERCEDES BENZ CAMION /VENTILA-";"LLAVE TECLA";264.80
054;ELOD;5135;"ART: 054           5135";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5136;"ART: 054           5136";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5137;"ART: 054           5137";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5151;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";219.42
054;ELOD;5152;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";264.80
054;ELOD;5153;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";264.79
054;ELOD;5154;"MERCEDES BENZ CAMIONES VARIOS-";"LLAVE TECLA";264.80
054;ELOD;5181;"MERCEDES BENZ CAMION /FRENO MO";"LLAVE TECLA";264.75
054;ELOD;5182;"MERCEDES BENZ CAMION /LUZ PRIN";"LLAVE TECLA";264.80
054;ELOD;5183;"MERCEDES BENZ CAMION /FRENO MO";"LLAVE TECLA";264.79
054;ELOD;5184;"MERCEDES BENZ CAMION /VENTILA-";"LLAVE TECLA";264.80
054;ELOD;5185;"ART: 054           5185";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5186;"ART: 054           5186";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5187;"ART: 054           5187";"SIN RUBRO ASIGNADO";264.80
054;ELOD;5200;"ART: 054           5200";"SIN RUBRO ASIGNADO";195.74
054;ELOD;5201;"ART: 054           5201";"SIN RUBRO ASIGNADO";195.74
054;ELOD;5202;"ART: 054           5202";"SIN RUBRO ASIGNADO";195.74
054;ELOD;5203;"ART: 054           5203";"SIN RUBRO ASIGNADO";195.74
054;ELOD;5204;"ART: 054           5204";"SIN RUBRO ASIGNADO";195.74
054;ELOD;5205;"ART: 054           5205";"SIN RUBRO ASIGNADO";195.74
054;ELOD;6000;"ART: 054           6000";"SIN RUBRO ASIGNADO";171.57
054;ELOD;1820;"FORD F100-250-350-CARGO";"LLAVE TECLA";243.53
054;ELOD;2455;"ART: 054           2455";"SIN RUBRO ASIGNADO";142.63
054;ELOD;4105;"ART: 054           4105";"SIN RUBRO ASIGNADO";141.98
054;ELOD;2608;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.67
054;ELOD;2609;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.67
054;ELOD;2611;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.62
054;ELOD;2613;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.62
054;ELOD;2614;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";139.62
054;ELOD;2617;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";147.95
054;ELOD;2618;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";155.80
054;ELOD;2619;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";155.80
054;ELOD;2621;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";171.09
054;ELOD;2623;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.21
054;ELOD;2624;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.21
054;ELOD;2626;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.20
054;ELOD;2627;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";168.78
054;ELOD;2628;"VHEICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.21
054;ELOD;2629;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";168.78
054;ELOD;2630;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";188.04
054;ELOD;2631;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";168.78
054;ELOD;2632;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";193.17
054;ELOD;2633;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";200.43
054;ELOD;2635;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";242.23
054;ELOD;2636;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";155.92
054;ELOD;2637;"OMNIBUS /APERTURA DE PTA.BAJO-";"LLAVE TECLA";176.47
054;ELOD;2638;"ART: 054           2638";"SIN RUBRO ASIGNADO";137.81
054;ELOD;2640;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";137.81
054;ELOD;2642;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";137.81
054;ELOD;2648;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";190.62
054;ELOD;2649;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";167.47
054;ELOD;2650;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";190.62
054;ELOD;2651;"ART: 054           2651";"SIN RUBRO ASIGNADO";148.12
054;ELOD;2750;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.85
054;ELOD;2751;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.85
054;ELOD;2752;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.85
054;ELOD;2753;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.87
054;ELOD;2754;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.90
054;ELOD;2755;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.81
054;ELOD;2758;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";175.13
054;ELOD;2759;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";175.13
054;ELOD;2760;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";129.88
054;ELOD;2761;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";129.86
054;ELOD;2762;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";175.12
054;ELOD;2763;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";133.30
054;ELOD;2764;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";137.58
054;ELOD;2766;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.89
054;ELOD;2767;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.89
054;ELOD;2768;"OMNIBUS /CALEFACTOR 2 PUNTOS";"LLAVE TECLA";138.89
054;ELOD;2770;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.89
054;ELOD;2821;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.89
054;ELOD;2830;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";171.46
054;ELOD;2832;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.92
054;ELOD;2833;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.90
054;ELOD;2834;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";171.34
054;ELOD;2900;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";175.16
054;ELOD;2901;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";148.18
054;ELOD;2769;"VEHICULOS INDUSTRIALES-OMNIBUS";"LLAVE TECLA";138.89
054;ELOD;1503;"FIAT DUNA-UNIVERSAL /PULSADOR";"LLAVE TECLA";126.78
054;ELOD;1504;"FIAT DUNA-UNIVERSAL /PULSADOR";"LLAVE TECLA";126.78
442;TR..;51961;"VW-GOL-SENDA-CARAT-C/SENSOR OR";BIDONES;191.73
442;TR..;5142;"VW POINTER ORIGINAL";BIDONES;328.07
442;TR..;4010/4;"VW FOX-SURAN";BIDONES;443.10
442;TR..;4314;"VW GOLF IV ORIGINAL";BIDONES;524.05
442;TR..;77981;"FORD TRANSIT 4 PICOS";BIDONES;585.83
442;TR..;7682;"FIAT PALIO/SIENA/UNO FIRE 2001";BIDONES;181.08
442;TR..;600222;"FIAT PALIO NAFTA FIRA RAD.BEHR";BIDONES;383.45
442;TR..;54171;"FIAT TEMPRA S/SENSOR TRW";BIDONES;413.28
442;TR..;7662;"FIAT DUNA-UNO-SPAZIO";BIDONES;151.25
442;TR..;7660NACIONAL;"FIAT PALIO-SIENA NAFTA NACIONA";BIDONES;108.63
442;TR..;7661;"FIAT PALIO-SIENA DIESEL";BIDONES;174.68
442;TR..;7718;"FORD KA";BIDONES;385.58
442;TR..;7361;"FORD RANGER NACIONAL";BIDONES;592.22
442;TR..;7717;"FORD CARGO /00 -DE RADIADOR TA";BIDONES;1103.50
442;TR..;77172;"FORD CARGO MOD.2000 ADEL.";BIDONES;1103.50
442;TR..;5493/1;"FORD ESCORT 84/92-ESCORT S/SEN";BIDONES;262.10
442;TR..;54932;"FORD ESCORT 97/02 MOT.ZETEC";BIDONES;498.49
442;TR..;7360;"FORD FIESTA 1.6 96/ 3 PICOS (D";BIDONES;575.18
442;TR..;5568;"FORD ORION";BIDONES;368.54
442;TR..;56481;"FORD GALAXY-ESCORT /89 P/SENSO";BIDONES;191.73
442;TR..;7359;"FORD FIESTA 1.0/1.4 96/ 2 PICO";BIDONES;202.38
442;TR..;64091;"CHEVROLET VECTRA 94/96 3 PICOS";BIDONES;313.15
442;TR..;6408;"CHEVROLET VECTRA 96/ 3 PICOS P";BIDONES;203.18
442;TR..;5775;"CHEVROLET ASTRA 99/ 16V 2 PICO";BIDONES;327.70
442;TR..;64801;"CHEVROLET CORSA 2 PICOS NAFTA";BIDONES;319.54
442;TR..;6433/4;"CHEVROLET CORSA CLASSIC 4 VIAS";"GRIFO CALEFACCION";532.58
442;TR..;5295;"VW GOL-SAVEIRO-SENDA ORIGINAL";"GRIFO CALEFACCION";29.63
442;TR..;7392;"FORD GALAXY ORIGINAL";"GRIFO CALEFACCION";29.63
442;TR..;7552/3;"FORD RANGER";"GRIFO CALEFACCION";268.72
442;TR..;6433;"CHEVROLET CORSA-VECTRA 3 VIAS-";"GRIFO CALEFACCION";140.59
442;TR..;6433/3;"CHEVROLET CORSA-VECTRA 2 VIAS-";"GRIFO CALEFACCION";114.85
442;TR..;64811;"CHEVROLET CORSA 16V 3P.C/AIRE";BIDONES;319.54
442;TR..;6536;"M.BENZ 98/ SALIDA LATERAL P/SE";BIDONES;1540.21
442;TR..;65361;"M.BENZ 98/ SAL.LATERAL S/SENS";BIDONES;685.96
442;TR..;65362;"M.BENZ CAMION C/BOCA P/SENSOR-";BIDONES;1297.35
442;TR..;6537/4;"M.BENZ CAMION LAVAPARABR. C/BO";BIDONES;98.31
059;CHAMPION..;N6YC;AUTOS;BUJIA;53.65
059;CHAMPION..;S6YC;AUTOS;BUJIA;43.24
059;CHAMPION..;UY6;"AUTOS E INDUSTRIA";BUJIA;236.35
059;CHAMPION..;N7BYC;AUTOS;BUJIA;96.22
059;CHAMPION..;N7YC;AUTOS;BUJIA;43.24
059;CHAMPION..;RC7BMC;AUTOS;BUJIA;91.95
059;CHAMPION..;RC7YC;AUTOS;BUJIA;43.24
059;CHAMPION..;RN7YC;AUTOS;BUJIA;43.24
059;CHAMPION..;S7YC;AUTOS;BUJIA;43.24
059;CHAMPION..;J8C;"AUTOS Y MOTOSIERRAS";BUJIA;43.23
059;CHAMPION..;RC8BYC;AUTOS;BUJIA;91.93
059;CHAMPION..;RC8VTYC4;AUTOS;BUJIA;91.96
059;CHAMPION..;RN8VTYC4;AUTOS;BUJIA;91.93
059;CHAMPION..;C9YCC;AUTOS;BUJIA;82.53
059;CHAMPION..;N9YC;AUTOS;BUJIA;43.23
059;CHAMPION..;RC9YC;AUTOS;BUJIA;43.24
059;CHAMPION..;RF9YC;AUTOS;BUJIA;47.43
059;CHAMPION..;RN9YC;AUTOS;BUJIA;43.26
059;CHAMPION..;RS9YC;AUTOS;BUJIA;47.43
059;CHAMPION..;RV9YC;AUTOS;BUJIA;47.43
059;CHAMPION..;S9YC;AUTOS;BUJIA;43.24
059;CHAMPION..;RES9YCC4;AUTOS;BUJIA;91.93
059;CHAMPION..;H10C;AUTOS;BUJIA;51.88
059;CHAMPION..;RC10PYP4;AUTOS;BUJIA;131.27
059;CHAMPION..;RC10VTYC4;AUTOS;BUJIA;78.80
059;CHAMPION..;RN10VTYC4;AUTOS;BUJIA;91.74
059;CHAMPION..;C11YCC;AUTOS;BUJIA;91.96
059;CHAMPION..;F11YC;AUTOS;BUJIA;43.24
059;CHAMPION..;J11C;AUTOS;BUJIA;50.19
059;CHAMPION..;N11YC;AUTOS;BUJIA;44.34
059;CHAMPION..;RF11YC;AUTOS;BUJIA;47.35
059;CHAMPION..;RN11YC;AUTOS;BUJIA;47.43
059;CHAMPION..;J12YC;"AUTOS Y NAUTICA";BUJIA;48.01
059;CHAMPION..;N12YC;"AUTOS Y MOTOS";BUJIA;43.24
059;CHAMPION..;RC12MC4;AUTOS;BUJIA;56.08
059;CHAMPION..;RC12LC4;AUTOS;BUJIA;49.58
059;CHAMPION..;RC12YC;"AUTOS Y MOTOSIERRAS";BUJIA;47.35
059;CHAMPION..;RC12LYC;AUTOS;BUJIA;47.34
059;CHAMPION..;RN12YC;AUTOS;BUJIA;47.43
059;CHAMPION..;RS12YC;AUTOS;BUJIA;47.43
059;CHAMPION..;RS12PLP;AUTOS;BUJIA;131.28
059;CHAMPION..;RS12PYP;AUTOS;BUJIA;131.27
059;CHAMPION..;RV12YC;AUTOS;BUJIA;47.43
059;CHAMPION..;S12YC;AUTOS;BUJIA;43.24
059;CHAMPION..;XMN12;AUTOS;BUJIA;696.84
059;CHAMPION..;D14;"AUTOS E INDUSTRIA";BUJIA;86.01
059;CHAMPION..;F14YC;AUTOS;BUJIA;43.58
059;CHAMPION..;N14Y;"AUTOS Y MOTOS";BUJIA;48.96
059;CHAMPION..;RF14LC;AUTOS;BUJIA;53.92
059;CHAMPION..;RF14YC;AUTOS;BUJIA;55.41
059;CHAMPION..;RN14PMP5;AUTOS;BUJIA;131.27
059;CHAMPION..;RN14YC;AUTOS;BUJIA;47.43
059;CHAMPION..;RS14LC;AUTOS;BUJIA;47.43
059;CHAMPION..;RS14YC;AUTOS;BUJIA;54.38
059;CHAMPION..;W14;"AUTOS E INDUSTRIA";BUJIA;337.12
059;CHAMPION..;RV15YC;"AUTOS Y NAUTICA";BUJIA;47.43
059;CHAMPION..;D16;"AUTOS E INDUSTRIA";BUJIA;117.79
059;CHAMPION..;N16YC;"AUTOS Y MOTOS";BUJIA;43.58
059;CHAMPION..;W16Y;"AUTOS E INDUSTRIA";BUJIA;290.92
059;CHAMPION..;RV17YC;"AUTOS Y NAUTICA";BUJIA;47.43
059;CHAMPION..;XMJ17;AUTOS;BUJIA;450.03
059;CHAMPION..;RV19YC;AUTOS;BUJIA;79.13
059;CHAMPION..;D21;"AUTOS E INDUSTRIA";BUJIA;106.37
059;CHAMPION..;RC87YCL;AUTOS;BUJIA;57.74
059;CHAMPION..;RL87YC;"AUTOS-MOTOSIERRAS Y NAUTICA";BUJIA;47.43
059;CHAMPION..;L92YC;"AUTOS-MOTOS Y MOTOSIERRAS";BUJIA;43.24
059;CHAMPION..;L95YC;"AUTOS Y MOTOS";BUJIA;45.02
059;CHAMPION..;N2C;"COMPETICION Y MOTOS";BUJIA;51.86
059;CHAMPION..;N3C;"COMPETICION Y MOTOS";BUJIA;51.88
059;CHAMPION..;RN3C;"COMPETICION Y MOTOS";BUJIA;57.64
059;CHAMPION..;N4C;"COMPETICION Y MOTOS";BUJIA;51.88
059;CHAMPION..;S53C;COMPETICION;BUJIA;98.32
059;CHAMPION..;G55C;COMPETICION;BUJIA;173.01
059;CHAMPION..;G57C;COMPETICION;BUJIA;173.01
059;CHAMPION..;S57C;COMPETICION;BUJIA;170.75
059;CHAMPION..;S57YC;COMPETICION;BUJIA;170.75
059;CHAMPION..;G59C;COMPETICION;BUJIA;173.01
059;CHAMPION..;S59C;COMPETICION;BUJIA;170.75
059;CHAMPION..;S59YC;COMPETICION;BUJIA;170.75
059;CHAMPION..;R6G;COMPETICION;BUJIA;215.68
059;CHAMPION..;L9G;COMPETICION;BUJIA;163.67
059;CHAMPION..;C53;COMPETICION;BUJIA;117.04
059;CHAMPION..;C55;COMPETICION;BUJIA;136.18
059;CHAMPION..;C57;COMPETICION;BUJIA;136.18
059;CHAMPION..;C59;COMPETICION;BUJIA;136.18
059;CHAMPION..;C61;COMPETICION;BUJIA;136.18
059;CHAMPION..;G52V;COMPETICION;BUJIA;173.03
059;CHAMPION..;C53VC;COMPETICION;BUJIA;136.18
059;CHAMPION..;G54V;COMPETICION;BUJIA;180.95
059;CHAMPION..;C53R;COMPETICION;BUJIA;453.05
059;CHAMPION..;L54R;COMPETICION;BUJIA;341.21
059;CHAMPION..;C55R;COMPETICION;BUJIA;302.04
059;CHAMPION..;BN57R;COMPETICION;BUJIA;341.21
059;CHAMPION..;J55T;COMPETICION;BUJIA;341.21
059;CHAMPION..;G57R;COMPETICION;BUJIA;173.01
059;CHAMPION..;J57R;COMPETICION;BUJIA;341.21
059;CHAMPION..;C59R;COMPETICION;BUJIA;360.41
059;CHAMPION..;RA2HC;MOTOS;BUJIA;65.06
059;CHAMPION..;RA4HC;MOTOS;BUJIA;59.02
059;CHAMPION..;N5C;MOTOS;BUJIA;67.94
059;CHAMPION..;RA6HC;MOTOS;BUJIA;59.02
059;CHAMPION..;Z6;MOTOS;BUJIA;105.06
059;CHAMPION..;RA8HC;MOTOS;BUJIA;59.07
059;CHAMPION..;Z9Y;MOTOS;BUJIA;52.57
059;CHAMPION..;L78C;"MOTOS Y NAUTICA";BUJIA;63.12
059;CHAMPION..;L78YC;"MOTOS Y NAUTICA";BUJIA;63.13
059;CHAMPION..;L82C;"MOTOS Y NAUTICA";BUJIA;63.13
059;CHAMPION..;L82YC;"MOTOS Y NAUTICA";BUJIA;44.34
059;CHAMPION..;L85;"MOTOS Y NAUTICA";BUJIA;39.02
059;CHAMPION..;L86C;"MOTOS Y NAUTICA";BUJIA;43.24
059;CHAMPION..;L87YC;"MOTOS Y MOTOSIERRAS";BUJIA;43.24
059;CHAMPION..;L90C;"MOTOS-MOTOSIERRAS Y NAUTICA";BUJIA;63.13
059;CHAMPION..;CJ6;MOTOSIERRAS;BUJIA;52.37
059;CHAMPION..;CJ6Y;MOTOSIERRAS;BUJIA;52.37
059;CHAMPION..;DJ6J;MOTOSIERRAS;BUJIA;56.14
059;CHAMPION..;CJ7Y;MOTOSIERRAS;BUJIA;52.31
059;CHAMPION..;DJ7J;MOTOSIERRAS;BUJIA;56.14
059;CHAMPION..;DJ7Y;MOTOSIERRAS;BUJIA;56.05
059;CHAMPION..;RCJ7Y;MOTOSIERRAS;BUJIA;80.56
059;CHAMPION..;RDJ7Y;MOTOSIERRAS;BUJIA;80.56
059;CHAMPION..;CJ8;MOTOSIERRAS;BUJIA;48.05
059;CHAMPION..;CJ8Y;MOTOSIERRAS;BUJIA;52.37
059;CHAMPION..;DJ8J;MOTOSIERRAS;BUJIA;56.14
059;CHAMPION..;RCJ8;MOTOSIERRAS;BUJIA;63.20
059;CHAMPION..;CJ14;MOTOSIERRAS;BUJIA;52.31
059;CHAMPION..;J17LM;MOTOSIERRAS;BUJIA;44.40
059;CHAMPION..;J19LM;MOTOSIERRAS;BUJIA;44.38
059;CHAMPION..;RDZ19H;MOTOSIERRAS;BUJIA;61.92
059;CHAMPION..;RJ19LM;MOTOSIERRAS;BUJIA;57.58
059;CHAMPION..;Y82;MOTOSIERRAS;BUJIA;300.46
059;CHAMPION..;J4C;NAUTICA;BUJIA;45.61
059;CHAMPION..;J6C;NAUTICA;BUJIA;47.44
059;CHAMPION..;QL6VC;NAUTICA;BUJIA;52.39
059;CHAMPION..;RJ6C;NAUTICA;BUJIA;57.64
059;CHAMPION..;RV8C;NAUTICA;BUJIA;78.77
059;CHAMPION..;L16V;NAUTICA;BUJIA;71.45
059;CHAMPION..;QL16V;NAUTICA;BUJIA;74.46
059;CHAMPION..;L20V;NAUTICA;BUJIA;41.25
059;CHAMPION..;UL17V;NAUTICA;BUJIA;114.01
059;CHAMPION..;L76V;NAUTICA;BUJIA;88.35
059;CHAMPION..;QL76V;NAUTICA;BUJIA;102.43
059;CHAMPION..;L77JC4;NAUTICA;BUJIA;63.14
059;CHAMPION..;QL77JC4;NAUTICA;BUJIA;102.42
059;CHAMPION..;UL77V;NAUTICA;BUJIA;125.33
059;CHAMPION..;L78V;NAUTICA;BUJIA;63.13
059;CHAMPION..;QL78C;NAUTICA;BUJIA;102.43
059;CHAMPION..;QL78YC;NAUTICA;BUJIA;102.42
059;CHAMPION..;UL81C;NAUTICA;BUJIA;70.56
059;CHAMPION..;QL82C;NAUTICA;BUJIA;102.43
059;CHAMPION..;QL82YC;NAUTICA;BUJIA;102.44
059;CHAMPION..;RL82YC;NAUTICA;BUJIA;47.43
059;CHAMPION..;QL86C;NAUTICA;BUJIA;102.44
059;CHAMPION..;RB75N;INDUSTRIA;BUJIA;932.84
059;CHAMPION..;RB76N;INDUSTRIA;BUJIA;585.66
059;CHAMPION..;RM77N;INDUSTRIA;BUJIA;952.89
059;CHAMPION..;RC78PYP;INDUSTRIA;BUJIA;695.89
059;CHAMPION..;RN79G;INDUSTRIA;BUJIA;884.53
059;CHAMPION..;RHN79G;INDUSTRIA;BUJIA;1149.10
059;CHAMPION..;RHW79N;INDUSTRIA;BUJIA;977.69
059;CHAMPION..;RTN79G;INDUSTRIA;BUJIA;1654.16
059;CHAMPION..;W80N;INDUSTRIA;BUJIA;615.26
059;CHAMPION..;D89D;INDUSTRIA;BUJIA;342.84
059;CHAMPION..;W89D;INDUSTRIA;BUJIA;411.62
059;CHAMPION..;W95D;INDUSTRIA;BUJIA;411.62
059;CHAMPION..;J99;INDUSTRIA;BUJIA;178.71
059;CHAMPION..;FI21501;INDUSTRIA;BUJIA;227.93
059;CHAMPION..;FI21502;INDUSTRIA;BUJIA;228.99
062;NOSSO..;RNB003;"BOSCH 12V";"REGULADOR DE VOLTAJE";336.62
062;NOSSO..;RNB016;"BOSCH 12V";"REGULADOR DE VOLTAJE";352.49
062;NOSSO..;RNB018;"BOSCH 24V";"REGULADOR DE VOLTAJE";352.49
062;NOSSO..;RNB026;"BOSCH 12V";"REGULADOR DE VOLTAJE";354.73
062;NOSSO..;RNB027;"BOSCH 12V";"REGULADOR DE VOLTAJE";352.49
062;NOSSO..;RNB402;"BOSCH 24V";"REGULADOR DE VOLTAJE";352.49
062;NOSSO..;RNB087040;"BOSCH 12V";"REGULADOR DE VOLTAJE";430.62
062;NOSSO..;RNB311021;"TCH 5078/FORD-PORSCHE-VW-VOLVO";"REGULADOR DE VOLTAJE";243.76
062;NOSSO..;RNB311022;"TCH 5079/FORD-PORSCHE-CHRYSLER";"REGULADOR DE VOLTAJE";203.46
062;NOSSO..;RNB311026;"TCH 5072/FIAT TEMPRA TURBO C/A";"REGULADOR DE VOLTAJE";203.46
062;NOSSO..;RNB311028;"CHEVROLET CORSA 1.0,OMEGA,SUPR";"REGULADOR DE VOLTAJE";265.09
062;NOSSO..;RNB311211;"TCH 5011/BOSCH 12V-M.BENZ-VW P";"REGULADOR DE VOLTAJE";223.77
062;NOSSO..;RNB311212;"TCH 5001/BOSCH 12V VW GOLF-PAS";"REGULADOR DE VOLTAJE";245.11
062;NOSSO..;RNB311214;"CHEVROLET CORSA 1.4,OMEGA,VECT";"REGULADOR DE VOLTAJE";210.92
